Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Matthew Rehder,10,42,4.2,24,2.4,21,2.1,68,6.8,130,13.0,90.3,278,27.8,0,0,0,0
Ray Illian,11,37,3.36,24,2.18,16,1.45,63,5.73,120,10.91,93.8,256,23.27,0,0,0,0
Donnie Clark,12,45,3.75,15,1.25,12,1.0,54,4.5,65,5.42,85.5,288,24.0,0,0,0,0
Zane Rankin,7,20,2.86,23,3.29,8,1.14,29,4.14,90,12.86,81.8,176,25.14,0,0,0,0
Matt Russell,6,9,1.5,6,1.0,11,1.83,23,3.83,29,4.83,90.6,143,23.83,0,0,0,0
Sam Hart,8,11,1.38,4,0.5,14,1.75,26,3.25,22,2.75,88.0,170,21.25,0,0,0,0
Phil Murray,11,16,1.45,25,2.27,7,0.64,34,3.09,199,18.09,95.2,208,18.91,0,0,0,0
Dongyang Chen,3,7,2.33,2,0.67,1,0.33,9,3.0,5,1.67,83.3,55,18.33,0,0,0,0
Tom Rosatto,7,14,2.0,11,1.57,1,0.14,20,2.86,92,13.14,95.8,153,21.86,0,0,0,0
Joe Sefton,12,27,2.25,18,1.5,5,0.42,30,2.5,193,16.08,93.2,263,21.92,0,0,0,0
Justin Lim,5,9,1.8,10,2.0,1,0.2,12,2.4,112,22.4,93.3,121,24.2,0,0,0,0
Adam Simon,9,14,1.56,15,1.67,3,0.33,20,2.22,124,13.78,93.2,212,23.56,0,0,0,0
John Stacey,5,4,0.8,9,1.8,1,0.2,11,2.2,14,2.8,100.0,68,13.6,0,0,0,0
Reid Koss,16,24,1.5,27,1.69,19,1.19,31,1.94,178,11.13,84.8,397,24.81,0,0,0,0
Sam Harkness,12,13,1.08,9,0.75,7,0.58,23,1.92,91,7.58,94.8,199,16.58,0,0,0,0
Aly Lenon,8,8,1.0,19,2.38,2,0.25,15,1.88,165,20.63,92.2,163,20.38,0,0,0,0
Julian Hausman,13,18,1.38,23,1.77,5,0.38,23,1.77,96,7.38,83.5,259,19.92,0,0,0,0
Duncan Linn,15,8,0.53,13,0.87,12,0.8,25,1.67,133,8.87,95.0,324,21.6,0,0,0,0
Michael Caldwell,3,2,0.67,8,2.67,1,0.33,5,1.67,16,5.33,76.2,53,17.67,0,0,0,0
Michael Cavanaugh,6,2,0.33,7,1.17,5,0.83,10,1.67,34,5.67,89.5,94,15.67,0,0,0,0
Sam Cook,10,8,0.8,3,0.3,6,0.6,15,1.5,21,2.1,91.3,155,15.5,0,0,0,0
Spencer Wallis,6,5,0.83,15,2.5,1,0.17,9,1.5,44,7.33,81.5,123,20.5,0,0,0,0
Sam Lehman,4,6,1.5,1,0.25,0,0.0,5,1.25,36,9.0,94.7,77,19.25,0,0,0,0
Jesse Bolton,7,2,0.29,6,0.86,7,1.0,8,1.14,25,3.57,83.3,121,17.29,0,0,0,0
Danny Karlinsky,10,7,0.7,23,2.3,4,0.4,11,1.1,382,38.2,95.3,280,28.0,0,0,0,0
Zack Smith,8,4,0.5,7,0.88,2,0.25,8,1.0,37,4.63,88.1,145,18.13,0,0,0,0
Grant Zukowski,7,5,0.71,3,0.43,4,0.57,7,1.0,20,2.86,83.3,122,17.43,0,0,0,0
Bryson Simon-Fox,8,2,0.25,5,0.63,6,0.75,8,1.0,23,2.88,85.2,123,15.38,0,0,0,0
Robbie Farwell,5,2,0.4,1,0.2,4,0.8,5,1.0,7,1.4,87.5,65,13.0,0,0,0,0
Xtehn Titcomb,1,1,1.0,0,0.0,0,0.0,1,1.0,4,4.0,100.0,7,7.0,0,0,0,0
Frank Barich,6,4,0.67,5,0.83,2,0.33,5,0.83,48,8.0,88.9,102,17.0,0,0,0,0
Will Herold,4,0,0.0,2,0.5,2,0.5,3,0.75,13,3.25,100.0,72,18.0,0,0,0,0
Logan Weiss,2,1,0.5,1,0.5,1,0.5,1,0.5,6,3.0,75.0,38,19.0,0,0,0,0
Will Chen,12,5,0.42,7,0.58,4,0.33,6,0.5,122,10.17,93.1,229,19.08,0,0,0,0
Mario O'Brien,10,8,0.8,16,1.6,4,0.4,5,0.5,335,33.5,94.6,236,23.6,0,0,0,0
Nicholas Hirning,2,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0,100.0,3,1.5,0,0,0,0
Vehro Titcomb,3,1,0.33,1,0.33,0,0.0,0,0.0,10,3.33,83.3,44,14.67,0,0,0,0
Tyler Kinley,2,0,0.0,1,0.5,0,0.0,0,0.0,5,2.5,83.3,16,8.0,0,0,0,0
Steven Benaloh,3,2,0.67,1,0.33,1,0.33,-3,-1.0,21,7.0,75.0,53,17.67,0,0,0,0
