Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Peter Graffy,16,18,1.13,25,1.56,54,3.38,77,4.81,131,8.19,87.9,376,23.5,0,0,0,0
Andrew Meshnick,16,29,1.81,30,1.88,32,2.0,69,4.31,131,8.19,88.5,345,21.56,0,0,0,0
Kevin Brown,5,9,1.8,6,1.2,5,1.0,18,3.6,31,6.2,93.9,93,18.6,0,0,0,0
Seth Meyer,10,16,1.6,8,0.8,17,1.7,34,3.4,35,3.5,87.5,158,15.8,0,0,0,0
Brian Hart,11,21,1.91,16,1.45,16,1.45,37,3.36,179,16.27,93.2,205,18.64,0,0,0,0
David Schleicher,12,38,3.17,14,1.17,2,0.17,37,3.08,140,11.67,94.0,168,14.0,0,0,0,0
Pat Shriwise,13,26,2.0,24,1.85,9,0.69,39,3.0,208,16.0,93.3,217,16.69,0,0,0,0
Scott Richgels,13,22,1.69,26,2.0,8,0.62,39,3.0,147,11.31,90.7,230,17.69,0,0,0,0
Nate Thibedeau,12,23,1.92,11,0.92,8,0.67,32,2.67,109,9.08,92.4,150,12.5,0,0,0,0
Davis Whitehead,9,10,1.11,4,0.44,12,1.33,23,2.56,61,6.78,95.3,142,15.78,0,0,0,0
Mike Swain,15,13,0.87,11,0.73,18,1.2,36,2.4,84,5.6,93.3,225,15.0,0,0,0,0
Kevin Pettit-Scantling,11,15,1.36,4,0.36,8,0.73,26,2.36,32,2.91,100.0,159,14.45,0,0,0,0
Dave Wiseman,15,31,2.07,20,1.33,10,0.67,34,2.27,117,7.8,83.6,241,16.07,0,0,0,0
Keith Garner,7,3,0.43,10,1.43,6,0.86,15,2.14,56,8.0,93.3,105,15.0,0,0,0,0
Dan Rowan,7,5,0.71,2,0.29,13,1.86,14,2.0,34,4.86,91.9,101,14.43,0,0,0,0
Tom Annen,16,11,0.69,38,2.38,9,0.56,30,1.88,444,27.75,95.3,260,16.25,0,0,0,0
Matt Weber,14,15,1.07,4,0.29,13,0.93,26,1.86,10,0.71,71.4,193,13.79,0,0,0,0
Bill Everhart,16,15,0.94,19,1.19,8,0.5,29,1.81,238,14.88,95.2,301,18.81,0,0,0,0
Thomas Coolidge,15,20,1.33,14,0.93,10,0.67,26,1.73,222,14.8,94.9,222,14.8,0,0,0,0
Andrew Brown,15,8,0.53,34,2.27,3,0.2,25,1.67,621,41.4,97.2,267,17.8,0,0,0,0
Jadon Scullion,3,3,1.0,1,0.33,6,2.0,4,1.33,33,11.0,84.6,45,15.0,0,0,0,0
Ben Nelson,7,9,1.29,5,0.71,4,0.57,9,1.29,78,11.14,91.8,90,12.86,0,0,0,0
Joshua Wilson,11,3,0.27,11,1.0,11,1.0,14,1.27,94,8.55,91.3,157,14.27,0,0,0,0
Benjy Keren,5,2,0.4,8,1.6,1,0.2,4,0.8,159,31.8,95.8,74,14.8,0,0,0,0
Adrian Reif,12,3,0.25,3,0.25,4,0.33,9,0.75,31,2.58,100.0,147,12.25,0,0,0,0
Kelsen Alexander,11,4,0.36,11,1.0,5,0.45,5,0.45,162,14.73,92.0,162,14.73,0,0,0,0
Adam Drews,15,8,0.53,18,1.2,4,0.27,5,0.33,271,18.07,92.5,234,15.6,0,0,0,0
Nate Volkman,6,3,0.5,2,0.33,1,0.17,0,0.0,152,25.33,96.2,88,14.67,0,0,0,0
Tim DeByl,1,0,0.0,0,0.0,1,1.0,0,0.0,2,2.0,66.7,9,9.0,0,0,0,0
