Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Caleb Denecour,7,33,4.71,12,1.71,1,0.14,39,5.57,123,17.57,96.9,156,22.29,0,0,0,0
Ryan Bigley,1,0,0.0,2,2.0,3,3.0,5,5.0,9,9.0,100.0,21,21.0,0,0,0,0
Carson Wilder,6,14,2.33,11,1.83,4,0.67,25,4.17,66,11.0,97.1,152,25.33,0,0,0,0
Mitchell Bennett,12,31,2.58,25,2.08,5,0.42,49,4.08,134,11.17,92.4,270,22.5,0,0,0,0
Mick Walter,12,21,1.75,8,0.67,17,1.42,39,3.25,104,8.67,94.5,271,22.58,0,0,0,0
Doug Richardson,11,30,2.73,29,2.64,2,0.18,34,3.09,402,36.55,94.6,277,25.18,0,0,0,0
Jeff Loskorn,6,2,0.33,22,3.67,8,1.33,18,3.0,254,42.33,95.5,142,23.67,0,0,0,0
Andrew Walch,13,28,2.15,10,0.77,11,0.85,37,2.85,218,16.77,96.9,347,26.69,0,0,0,0
Ethan Pollack,6,11,1.83,8,1.33,3,0.5,17,2.83,76,12.67,96.2,109,18.17,0,0,0,0
Matthew Bierschenk,11,22,2.0,22,2.0,5,0.45,28,2.55,95,8.64,84.1,224,20.36,0,0,0,0
Michael Matthis,10,13,1.3,15,1.5,10,1.0,25,2.5,119,11.9,90.8,226,22.6,0,0,0,0
Kyle Henke,4,7,1.75,3,0.75,0,0.0,10,2.5,7,1.75,100.0,75,18.75,0,0,0,0
Michael Hays,12,19,1.58,8,0.67,10,0.83,29,2.42,65,5.42,90.3,259,21.58,0,0,0,0
Ryan Purcell,11,14,1.27,27,2.45,3,0.27,19,1.73,380,34.55,94.8,276,25.09,0,0,0,0
Elliott Moore,6,6,1.0,2,0.33,4,0.67,10,1.67,15,2.5,88.2,82,13.67,0,0,0,0
Nathan Sany,8,7,0.88,6,0.75,2,0.25,12,1.5,54,6.75,94.7,146,18.25,0,0,0,0
Nash Mock,10,10,1.0,5,0.5,4,0.4,14,1.4,30,3.0,88.2,151,15.1,0,0,0,0
Chase Cunningham,13,9,0.69,37,2.85,15,1.15,18,1.38,237,18.23,86.2,364,28.0,0,0,0,0
John Cecil,8,7,0.88,2,0.25,6,0.75,11,1.38,28,3.5,90.3,127,15.88,0,0,0,0
Rory Orloff,10,10,1.0,5,0.5,5,0.5,13,1.3,115,11.5,94.3,210,21.0,0,0,0,0
Aubrey Davis,8,10,1.25,14,1.75,3,0.38,8,1.0,123,15.38,86.6,166,20.75,0,0,0,0
Logan Kinney,1,0,0.0,1,1.0,0,0.0,1,1.0,16,16.0,100.0,16,16.0,0,0,0,0
Victor Bautista,10,8,0.8,2,0.2,3,0.3,10,1.0,22,2.2,91.7,126,12.6,0,0,0,0
Lucky Mosola,12,7,0.58,4,0.33,5,0.42,10,0.83,26,2.17,89.7,147,12.25,0,0,0,0
Jason Best,12,7,0.58,12,1.0,13,1.08,10,0.83,253,21.08,92.0,264,22.0,0,0,0,0
Steven Naji,6,1,0.17,2,0.33,1,0.17,3,0.5,31,5.17,96.9,81,13.5,0,0,0,0
Johnny Frohlichstein,6,0,0.0,3,0.5,4,0.67,3,0.5,44,7.33,91.7,86,14.33,0,0,0,0
Kamron Daftari,4,2,0.5,0,0.0,1,0.25,2,0.5,1,0.25,50.0,40,10.0,0,0,0,0
Brandon Dial,7,1,0.14,1,0.14,3,0.43,2,0.29,7,1.0,70.0,73,10.43,0,0,0,0
Chris Brooks,1,0,0.0,0,0.0,0,0.0,0,0.0,13,13.0,100.0,14,14.0,0,0,0,0
Jason Schafer,11,5,0.45,28,2.55,2,0.18,-3,-0.27,282,25.64,88.7,254,23.09,0,0,0,0
Carlos Vargas,6,5,0.83,5,0.83,1,0.17,-2,-0.33,129,21.5,91.5,124,20.67,0,0,0,0
Brett Gramann,3,2,0.67,2,0.67,2,0.67,-1,-0.33,41,13.67,85.4,51,17.0,0,0,0,0
Jake Reinhardt,5,0,0.0,0,0.0,2,0.4,-4,-0.8,17,3.4,81.0,68,13.6,0,0,0,0
Paul Starkel,2,0,0.0,5,2.5,1,0.5,-6,-3.0,67,33.5,85.9,38,19.0,0,0,0,0
