Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Andrew Sjogren,11,47,4.27,11,1.0,2,0.18,49,4.45,209,19.0,97.7,254,23.09,3733,339,283,26
Jake Kenniv,9,24,2.67,9,1.0,7,0.78,28,3.11,112,12.44,91.1,191,21.22,2054,228,454,50
Jack Havey,9,17,1.89,7,0.78,7,0.78,14,1.56,189,21.0,92.2,181,20.11,1733,193,893,99
Ashton Hoffman,7,6,0.86,7,1.0,2,0.29,10,1.43,120,17.14,96.0,99,14.14,317,45,992,142
Caleb Stanish,10,7,0.7,2,0.2,9,0.9,14,1.4,39,3.9,95.1,171,17.1,593,59,55,6
Terry Gaither,5,1,0.2,0,0.0,7,1.4,7,1.4,17,3.4,94.4,64,12.8,192,38,18,4
Grant Maynard,9,12,1.33,4,0.44,3,0.33,12,1.33,69,7.67,92.0,150,16.67,944,105,280,31
Bryan Walsh,11,6,0.55,42,3.82,3,0.27,11,1.0,504,45.82,93.2,268,24.36,1426,130,3711,337
Tevor Balfour,7,2,0.29,1,0.14,6,0.86,6,0.86,22,3.14,88.0,92,13.14,286,41,43,6
Michael Ntende,2,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,100.0,18,9.0,22,11,-13,-7
Tyler Mitchuson,8,2,0.25,0,0.0,5,0.63,4,0.5,8,1.0,80.0,112,14.0,150,19,16,2
Zachery Turner,6,2,0.33,1,0.17,2,0.33,2,0.33,13,2.17,86.7,51,8.5,85,14,63,11
Chris Ellis,3,1,0.33,0,0.0,1,0.33,1,0.33,0,0.0,0.0,18,6.0,40,13,0,0
Kevin Anthony,8,4,0.5,10,1.25,3,0.38,2,0.25,146,18.25,90.7,138,17.25,687,86,1049,131
Jordan Kinde,9,4,0.44,11,1.22,2,0.22,2,0.22,106,11.78,89.1,133,14.78,428,48,813,90
Rees McDevitt,9,2,0.22,1,0.11,3,0.33,2,0.22,44,4.89,97.8,85,9.44,84,9,273,30
Aaron Schwieterman,5,4,0.8,3,0.6,0,0.0,1,0.2,55,11.0,94.8,65,13.0,382,76,151,30
Colin Ringwood,11,2,0.18,2,0.18,2,0.18,1,0.09,69,6.27,94.5,124,11.27,71,6,413,38
Ryan Ntende,4,0,0.0,0,0.0,0,0.0,0,0.0,6,1.5,100.0,34,8.5,49,12,10,3
Matt LeMaitre,8,0,0.0,2,0.25,6,0.75,-1,-0.13,50,6.25,86.2,118,14.75,125,16,268,34
Austin Riegel,10,1,0.1,1,0.1,0,0.0,-2,-0.2,22,2.2,95.7,108,10.8,268,27,13,1
Jup Patel,10,1,0.1,2,0.2,2,0.2,-2,-0.2,32,3.2,88.9,136,13.6,320,32,18,2
Stephen Grondin,4,0,0.0,0,0.0,0,0.0,-1,-0.25,20,5.0,95.2,43,10.75,42,11,160,40
Justin Winn,10,6,0.6,7,0.7,3,0.3,-3,-0.3,128,12.8,87.7,181,18.1,486,49,801,80
Ryan Lee,3,0,0.0,1,0.33,1,0.33,-1,-0.33,12,4.0,80.0,38,12.67,31,10,75,25
Joseph Cubitt,11,11,1.0,30,2.73,1,0.09,-5,-0.45,488,44.36,92.2,261,23.73,1321,120,3092,281
Daniel Viggiani,1,0,0.0,0,0.0,0,0.0,-1,-1.0,2,2.0,66.7,16,16.0,2,2,10,10
Sawyer Fil,9,0,0.0,0,0.0,4,0.44,-12,-1.33,42,4.67,73.7,121,13.44,325,36,171,19
David Innis,11,4,0.36,12,1.09,4,0.36,-20,-1.82,354,32.18,91.0,230,20.91,22,2,2072,188
