Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Charles Weinberg,11,38,3.45,24,2.18,5,0.45,52,4.73,241,21.91,94.5,251,22.82,0,0,0,0
Bryan Vohnoutka,12,38,3.17,34,2.83,9,0.75,56,4.67,216,18.0,91.1,273,22.75,0,0,0,0
Ryan Osgar,11,19,1.73,44,4.0,4,0.36,49,4.45,312,28.36,95.4,261,23.73,0,0,0,0
Jason Tschida,5,14,2.8,12,2.4,1,0.2,20,4.0,337,67.4,98.3,121,24.2,0,0,0,0
Josh Klane,14,23,1.64,57,4.07,6,0.43,52,3.71,708,50.57,95.5,359,25.64,0,0,0,0
Colin Berry,12,19,1.58,17,1.42,18,1.5,39,3.25,101,8.42,88.6,259,21.58,0,0,0,0
Michael Jordan,12,37,3.08,12,1.0,2,0.17,38,3.17,131,10.92,94.9,265,22.08,0,0,0,0
Greg Cousins,9,13,1.44,20,2.22,16,1.78,28,3.11,160,17.78,89.4,163,18.11,0,0,0,0
Isaac Leonard,10,14,1.4,2,0.2,13,1.3,27,2.7,23,2.3,92.0,144,14.4,0,0,0,0
Sam Bumsted,11,19,1.73,17,1.55,4,0.36,25,2.27,248,22.55,94.7,244,22.18,0,0,0,0
Charlie McCutcheon,12,11,0.92,3,0.25,17,1.42,27,2.25,51,4.25,98.1,233,19.42,0,0,0,0
Jordan Taylor,10,14,1.4,7,0.7,9,0.9,22,2.2,78,7.8,94.0,180,18.0,0,0,0,0
Josh Kautz,6,10,1.67,0,0.0,3,0.5,13,2.17,41,6.83,100.0,115,19.17,0,0,0,0
Dylan DeClerck,15,15,1.0,6,0.4,13,0.87,29,1.93,50,3.33,94.3,259,17.27,0,0,0,0
James Kittlesen,14,14,1.0,3,0.21,17,1.21,27,1.93,39,2.79,86.7,209,14.93,0,0,0,0
Thomas Echols,5,8,1.6,7,1.4,2,0.4,9,1.8,70,14.0,89.7,89,17.8,0,0,0,0
Brandon Matis,15,11,0.73,12,0.8,10,0.67,24,1.6,48,3.2,87.3,230,15.33,0,0,0,0
Beau Hawkinson,2,2,1.0,0,0.0,1,0.5,3,1.5,3,1.5,100.0,20,10.0,0,0,0,0
Wyatt Mekler,6,10,1.67,9,1.5,1,0.17,9,1.5,164,27.33,94.8,126,21.0,0,0,0,0
Grayson Pangburn,13,6,0.46,7,0.54,8,0.62,19,1.46,62,4.77,98.4,222,17.08,0,0,0,0
Nick Ladas,10,7,0.7,7,0.7,5,0.5,14,1.4,35,3.5,92.1,146,14.6,0,0,0,0
Cole Jurek,6,5,0.83,3,0.5,4,0.67,8,1.33,42,7.0,97.7,110,18.33,0,0,0,0
Connor Anderson,5,6,1.2,2,0.4,3,0.6,6,1.2,26,5.2,83.9,74,14.8,0,0,0,0
Tony Poletto,13,11,0.85,24,1.85,5,0.38,13,1.0,699,53.77,96.5,331,25.46,0,0,0,0
Ben Feldman,12,0,0.0,19,1.58,2,0.17,10,0.83,103,8.58,91.2,176,14.67,0,0,0,0
Elliot Trotter,4,3,0.75,1,0.25,1,0.25,3,0.75,38,9.5,97.4,55,13.75,0,0,0,0
Eric EJ Johnson,4,4,1.0,6,1.5,2,0.5,3,0.75,83,20.75,91.2,75,18.75,0,0,0,0
Tristan Grovender,7,1,0.14,4,0.57,4,0.57,0,0.0,81,11.57,93.1,129,18.43,0,0,0,0
Kristian Johnson,10,3,0.3,10,1.0,0,0.0,-2,-0.2,161,16.1,91.5,231,23.1,0,0,0,0
Joe Simonelli,5,0,0.0,1,0.2,3,0.6,-3,-0.6,17,3.4,73.9,57,11.4,0,0,0,0
Matt Burkhardt,5,0,0.0,3,0.6,0,0.0,-4,-0.8,39,7.8,84.8,63,12.6,0,0,0,0
Cole Wallin,5,3,0.6,5,1.0,1,0.2,-5,-1.0,92,18.4,88.5,102,20.4,0,0,0,0
C Wood,3,1,0.33,3,1.0,1,0.33,-3,-1.0,72,24.0,91.1,62,20.67,0,0,0,0
