Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Tyler Monroe,11,30,2.73,46,4.18,2,0.18,51,4.64,225,20.45,91.8,228,20.73,0,0,0,0
Max Cassell,13,40,3.08,30,2.31,7,0.54,51,3.92,221,17.0,90.2,242,18.62,0,0,0,0
Rowan McDonnell,14,19,1.36,35,2.5,19,1.36,48,3.43,245,17.5,91.1,338,24.14,0,0,0,0
Joe Freund,6,20,3.33,8,1.33,2,0.33,20,3.33,59,9.83,90.8,103,17.17,0,0,0,0
Alan Kolick,11,19,1.73,32,2.91,11,1.0,36,3.27,351,31.91,94.4,244,22.18,0,0,0,0
Chuck Cantone,15,30,2.0,12,0.8,13,0.87,48,3.2,125,8.33,95.4,271,18.07,0,0,0,0
Lloyd Blake,15,19,1.27,33,2.2,15,1.0,44,2.93,483,32.2,95.5,338,22.53,0,0,0,0
Jeff Wodatch,13,34,2.62,21,1.62,7,0.54,38,2.92,182,14.0,90.1,264,20.31,0,0,0,0
Brian Marshall,10,17,1.7,9,0.9,10,1.0,28,2.8,60,6.0,90.9,170,17.0,0,0,0,0
Markham Shofner,8,14,1.75,14,1.75,2,0.25,21,2.63,121,15.13,93.1,157,19.63,0,0,0,0
Zach Norrbom,3,4,1.33,3,1.0,0,0.0,7,2.33,75,25.0,100.0,56,18.67,0,0,0,0
Delrico Johnson,15,23,1.53,6,0.4,19,1.27,34,2.27,105,7.0,92.9,323,21.53,0,0,0,0
Troy Holland,4,4,1.0,4,1.0,2,0.5,9,2.25,27,6.75,100.0,65,16.25,0,0,0,0
David Cranston,8,6,0.75,10,1.25,11,1.38,18,2.25,65,8.13,91.5,156,19.5,0,0,0,0
Matt Kerrigan,10,13,1.3,13,1.3,3,0.3,22,2.2,133,13.3,96.4,173,17.3,0,0,0,0
Nate Castine,6,5,0.83,11,1.83,3,0.5,13,2.17,68,11.33,91.9,105,17.5,0,0,0,0
David Boylan-Kolchin,8,5,0.63,1,0.13,10,1.25,16,2.0,15,1.88,100.0,121,15.13,0,0,0,0
David Bloodgood,16,12,0.75,21,1.31,17,1.06,26,1.63,284,17.75,93.1,314,19.63,0,0,0,0
Ryan Nam,4,3,0.75,5,1.25,2,0.5,6,1.5,37,9.25,92.5,53,13.25,0,0,0,0
John Agan,10,6,0.6,3,0.3,6,0.6,13,1.3,39,3.9,97.5,151,15.1,0,0,0,0
Justin Solis,4,1,0.25,4,1.0,0,0.0,5,1.25,29,7.25,100.0,58,14.5,0,0,0,0
Marcus Thaw,10,6,0.6,3,0.3,6,0.6,12,1.2,37,3.7,94.9,155,15.5,0,0,0,0
Eric Miner,7,8,1.14,2,0.29,3,0.43,8,1.14,39,5.57,90.7,113,16.14,0,0,0,0
Cory Broyles,6,1,0.17,1,0.17,4,0.67,6,1.0,22,3.67,100.0,70,11.67,0,0,0,0
Alexander Taylor,4,5,1.25,0,0.0,1,0.25,4,1.0,60,15.0,100.0,70,17.5,0,0,0,0
David Shields,14,9,0.64,9,0.64,5,0.36,12,0.86,105,7.5,91.3,216,15.43,0,0,0,0
John Walden,7,7,1.0,1,0.14,2,0.29,6,0.86,28,4.0,87.5,100,14.29,0,0,0,0
Ryan Swift,13,5,0.38,7,0.54,6,0.46,11,0.85,42,3.23,93.3,184,14.15,0,0,0,0
Joe Richards,6,8,1.33,1,0.17,7,1.17,5,0.83,13,2.17,65.0,90,15.0,0,0,0,0
Nathan Prior,11,4,0.36,10,0.91,1,0.09,7,0.64,318,28.91,97.8,200,18.18,0,0,0,0
Keven Moldenhauer,7,2,0.29,3,0.43,3,0.43,2,0.29,35,5.0,92.1,102,14.57,0,0,0,0
Austin Bartenstein,15,4,0.27,15,1.0,6,0.4,3,0.2,177,11.8,89.8,280,18.67,0,0,0,0
Jonny Malks,2,1,0.5,0,0.0,1,0.5,0,0.0,8,4.0,88.9,18,9.0,0,0,0,0
Jon Neeley,14,8,0.57,18,1.29,4,0.29,0,0.0,336,24.0,92.3,274,19.57,0,0,0,0
