Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Eric Hubbard,5,13,2.6,11,2.2,7,1.4,23,4.6,84,16.8,93.3,118,23.6,0,0,0,0
Anthony Davis,12,54,4.5,10,0.83,12,1.0,50,4.17,176,14.67,92.1,281,23.42,0,0,0,0
Ryan Mariouw,10,25,2.5,11,1.1,12,1.2,28,2.8,106,10.6,88.3,209,20.9,0,0,0,0
Johnny Bansfield,3,12,4.0,11,3.67,3,1.0,8,2.67,81,27.0,81.8,74,24.67,0,0,0,0
Nathan Champoux,2,3,1.5,1,0.5,4,2.0,5,2.5,13,6.5,86.7,32,16.0,0,0,0,0
Alex Kapiamba,7,8,1.14,2,0.29,15,2.14,16,2.29,30,4.29,78.9,159,22.71,0,0,0,0
Daniel Donovan,6,5,0.83,20,3.33,7,1.17,12,2.0,257,42.83,92.8,150,25.0,0,0,0,0
Michael Burke,4,8,2.0,5,1.25,3,0.75,8,2.0,17,4.25,77.3,80,20.0,0,0,0,0
Jake Steslicki,5,12,2.4,7,1.4,4,0.8,9,1.8,109,21.8,89.3,121,24.2,0,0,0,0
Brendan McCann,2,1,0.5,3,1.5,1,0.5,3,1.5,19,9.5,90.5,36,18.0,0,0,0,0
Griffin Binkley,8,10,1.25,5,0.63,9,1.13,11,1.38,139,17.38,93.9,203,25.38,0,0,0,0
Kevin Soneson,8,3,0.38,2,0.25,14,1.75,11,1.38,24,3.0,82.8,116,14.5,0,0,0,0
Mark Whitton,11,6,0.55,12,1.09,9,0.82,15,1.36,50,4.55,86.2,175,15.91,0,0,0,0
Ryan Yergin,3,3,1.0,0,0.0,2,0.67,3,1.0,8,2.67,100.0,42,14.0,0,0,0,0
Erik Lindberg,5,5,1.0,12,2.4,4,0.8,5,1.0,82,16.4,88.2,86,17.2,0,0,0,0
Chris Graber,1,0,0.0,0,0.0,1,1.0,1,1.0,7,7.0,100.0,13,13.0,0,0,0,0
Bobby Moyer,5,7,1.4,1,0.2,3,0.6,5,1.0,18,3.6,75.0,80,16.0,0,0,0,0
Daniel Lee,1,0,0.0,1,1.0,0,0.0,1,1.0,4,4.0,100.0,10,10.0,0,0,0,0
Kristopher Coley,4,3,0.75,4,1.0,2,0.5,3,0.75,74,18.5,92.5,62,15.5,0,0,0,0
Parker Howard,8,9,1.13,11,1.38,4,0.5,6,0.75,70,8.75,86.4,183,22.88,0,0,0,0
Billy Mainwaring,7,6,0.86,0,0.0,5,0.71,5,0.71,29,4.14,85.3,126,18.0,0,0,0,0
Andrew Tang,4,0,0.0,5,1.25,1,0.25,2,0.5,45,11.25,93.8,66,16.5,0,0,0,0
Xavier Klena,12,1,0.08,3,0.25,10,0.83,6,0.5,68,5.67,94.4,144,12.0,0,0,0,0
Charles Robertson,2,2,1.0,1,0.5,1,0.5,1,0.5,6,3.0,75.0,31,15.5,0,0,0,0
Mark Rauls,2,4,2.0,4,2.0,1,0.5,1,0.5,57,28.5,91.9,48,24.0,0,0,0,0
Christopher Auman,3,1,0.33,1,0.33,0,0.0,1,0.33,12,4.0,92.3,38,12.67,0,0,0,0
Kevin Nicholl,5,2,0.4,0,0.0,4,0.8,1,0.2,21,4.2,87.5,71,14.2,0,0,0,0
Gary Grant,5,1,0.2,3,0.6,1,0.2,-1,-0.2,32,6.4,86.5,63,12.6,0,0,0,0
Andrew Lucarotti,3,0,0.0,4,1.33,2,0.67,-1,-0.33,49,16.33,87.5,43,14.33,0,0,0,0
Daniel Hunt,12,11,0.92,5,0.42,5,0.42,-4,-0.33,74,6.17,76.3,184,15.33,0,0,0,0
Dutch Kirkman,3,1,0.33,4,1.33,1,0.33,-1,-0.33,63,21.0,90.0,48,16.0,0,0,0,0
Austin Engel,6,1,0.17,21,3.5,4,0.67,-2,-0.33,247,41.17,90.5,144,24.0,0,0,0,0
Jeremy Kanter,6,1,0.17,4,0.67,1,0.17,-2,-0.33,22,3.67,73.3,73,12.17,0,0,0,0
Adnan Raslan,7,2,0.29,1,0.14,5,0.71,-3,-0.43,22,3.14,73.3,89,12.71,0,0,0,0
Justin Perticone,2,1,0.5,0,0.0,2,1.0,-1,-0.5,10,5.0,83.3,50,25.0,0,0,0,0
Michael Dagher-Margosia,5,1,0.2,4,0.8,3,0.6,-3,-0.6,152,30.4,96.2,99,19.8,0,0,0,0
Daniel Sluka,3,0,0.0,0,0.0,1,0.33,-2,-0.67,2,0.67,50.0,44,14.67,0,0,0,0
Jeff Brauning,4,0,0.0,1,0.25,2,0.5,-3,-0.75,42,10.5,87.5,53,13.25,0,0,0,0
Joey Ricks,4,3,0.75,4,1.0,3,0.75,-3,-0.75,216,54.0,94.7,113,28.25,0,0,0,0
Aaron Del Real,6,8,1.33,4,0.67,1,0.17,-6,-1.0,46,7.67,78.0,114,19.0,0,0,0,0
Ben Murphy,6,0,0.0,3,0.5,4,0.67,-6,-1.0,75,12.5,86.2,87,14.5,0,0,0,0
Tom Duellman,4,0,0.0,2,0.5,3,0.75,-6,-1.5,54,13.5,85.7,73,18.25,0,0,0,0
Josh Lyder,14,3,0.21,9,0.64,9,0.64,-22,-1.57,326,23.29,89.6,294,21.0,0,0,0,0
Cory Green,9,5,0.56,13,1.44,0,0.0,-15,-1.67,209,23.22,88.2,168,18.67,0,0,0,0
Danny Young,6,1,0.17,13,2.17,3,0.5,-15,-2.5,179,29.83,85.2,129,21.5,0,0,0,0
