Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Mike Drost,18,24,1.33,13,0.72,46,2.56,72,4.0,106,5.89,91.4,279,15.5,0,0,0,0
Husayn Carnegie,18,43,2.39,20,1.11,26,1.44,56,3.11,141,7.83,82.5,210,11.67,0,0,0,0
Matt Stevens,18,42,2.33,14,0.78,9,0.5,53,2.94,162,9.0,94.7,235,13.06,0,0,0,0
Taylor Brooks,18,27,1.5,22,1.22,13,0.72,44,2.44,124,6.89,87.3,208,11.56,0,0,0,0
Ben Ivers,18,25,1.39,6,0.33,19,1.06,43,2.39,92,5.11,94.8,257,14.28,0,0,0,0
Isaiah Bryant,18,13,0.72,38,2.11,20,1.11,36,2.0,289,16.06,89.8,283,15.72,0,0,0,0
Joe Ouellette,18,30,1.67,24,1.33,28,1.56,34,1.89,185,10.28,83.7,233,12.94,0,0,0,0
Joe Babbino,16,14,0.88,7,0.44,10,0.63,22,1.38,50,3.13,87.7,156,9.75,0,0,0,0
Billy Katz,18,8,0.44,13,0.72,10,0.56,24,1.33,78,4.33,91.8,99,5.5,0,0,0,0
Jack Marsh,18,15,0.83,29,1.61,8,0.44,23,1.28,110,6.11,82.1,102,5.67,0,0,0,0
Sean Childers,18,15,0.83,9,0.5,6,0.33,19,1.06,73,4.06,90.1,139,7.72,0,0,0,0
Phillip Kaye,18,20,1.11,8,0.44,3,0.17,19,1.06,61,3.39,91.0,117,6.5,0,0,0,0
Brendan Awerbuch,18,10,0.56,28,1.56,14,0.78,14,0.78,424,23.56,92.8,289,16.06,0,0,0,0
Seth Canetti,18,9,0.5,32,1.78,8,0.44,12,0.67,460,25.56,93.9,221,12.28,0,0,0,0
Alon Brown,18,11,0.61,20,1.11,15,0.83,12,0.67,101,5.61,75.9,237,13.17,0,0,0,0
Joe Santosus,18,12,0.67,17,0.94,14,0.78,8,0.44,468,26.0,93.6,218,12.11,0,0,0,0
Brenton Hard,18,11,0.61,2,0.11,10,0.56,8,0.44,45,2.5,81.8,112,6.22,0,0,0,0
Lu Wang,18,5,0.28,29,1.61,21,1.17,7,0.39,365,20.28,89.9,297,16.5,0,0,0,0
Eliot Bemis,18,13,0.72,1,0.06,0,0.0,7,0.39,49,2.72,90.7,150,8.33,0,0,0,0
Gabriel Hage,18,6,0.33,0,0.0,4,0.22,4,0.22,24,1.33,82.8,61,3.39,0,0,0,0
Greg Somerville,18,3,0.17,5,0.28,3,0.17,4,0.22,35,1.94,87.5,63,3.5,0,0,0,0
Alexander Daskalakis,18,4,0.22,0,0.0,0,0.0,2,0.11,9,0.5,81.8,58,3.22,0,0,0,0
Chris Grener,18,3,0.17,1,0.06,1,0.06,1,0.06,16,0.89,84.2,69,3.83,0,0,0,0
Andrew Schwartz,18,0,0.0,1,0.06,0,0.0,0,0.0,4,0.22,80.0,12,0.67,0,0,0,0
Dan Huebner,18,0,0.0,0,0.0,0,0.0,0,0.0,3,0.17,100.0,7,0.39,0,0,0,0
Nicolas Dacey,18,2,0.11,0,0.0,0,0.0,-1,-0.06,9,0.5,100.0,53,2.94,0,0,0,0
Sam Ross,14,0,0.0,1,0.07,2,0.14,-1,-0.07,23,1.64,85.2,47,3.36,0,0,0,0
Matt LeMar,18,7,0.39,13,0.72,10,0.56,-5,-0.28,155,8.61,83.3,314,17.44,0,0,0,0
Aaron Bell,14,4,0.29,8,0.57,3,0.21,-4,-0.29,69,4.93,81.2,50,3.57,0,0,0,0
Porter Bishop,18,0,0.0,13,0.72,5,0.28,-23,-1.28,184,10.22,83.6,109,6.06,0,0,0,0
