Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Mark Elbogen,5,22,4.4,13,2.6,5,1.0,29,5.8,75,15.0,91.5,111,22.2,0,0,0,0
Eli Friedman,10,22,2.2,40,4.0,5,0.5,50,5.0,384,38.4,95.8,254,25.4,0,0,0,0
Sean McDougall,13,22,1.69,12,0.92,19,1.46,49,3.77,66,5.08,97.1,279,21.46,0,0,0,0
Bryan Nguyen,16,55,3.44,16,1.0,6,0.38,59,3.69,167,10.44,92.3,333,20.81,0,0,0,0
Brent George,16,51,3.19,22,1.38,9,0.56,59,3.69,368,23.0,95.8,361,22.56,0,0,0,0
Zach Theodore,16,28,1.75,11,0.69,19,1.19,51,3.19,73,4.56,94.8,326,20.38,0,0,0,0
Eric Lissner,13,22,1.69,48,3.69,9,0.69,40,3.08,428,32.92,92.8,291,22.38,0,0,0,0
Timothy Beatty,16,14,0.88,54,3.38,2,0.13,44,2.75,759,47.44,96.9,395,24.69,0,0,0,0
Jacob Bartholomew,16,25,1.56,4,0.25,12,0.75,36,2.25,40,2.5,90.9,277,17.31,0,0,0,0
Brandon Severson,9,5,0.56,8,0.89,9,1.0,18,2.0,42,4.67,91.3,125,13.89,0,0,0,0
Mitchell Steiner,16,7,0.44,22,1.38,18,1.13,32,2.0,238,14.88,94.4,355,22.19,0,0,0,0
Josiah Mort,15,11,0.73,12,0.8,11,0.73,28,1.87,44,2.93,88.0,240,16.0,0,0,0,0
Tom Doi,11,20,1.82,25,2.27,7,0.64,20,1.82,242,22.0,90.0,273,24.82,0,0,0,0
Zac Schakner,9,6,0.67,12,1.33,5,0.56,14,1.56,79,8.78,90.8,141,15.67,0,0,0,0
Michael Kiyoi,15,26,1.73,11,0.73,4,0.27,22,1.47,261,17.4,94.6,285,19.0,0,0,0,0
Aaron Weaver,15,9,0.6,7,0.47,6,0.4,20,1.33,82,5.47,98.8,229,15.27,0,0,0,0
Andrew Kohl,9,7,0.78,0,0.0,5,0.56,11,1.22,33,3.67,100.0,152,16.89,0,0,0,0
Nate Ransom,15,8,0.53,15,1.0,8,0.53,18,1.2,280,18.67,95.6,259,17.27,0,0,0,0
Alex Drum,5,1,0.2,3,0.6,3,0.6,6,1.2,11,2.2,91.7,56,11.2,0,0,0,0
Andrew Padula,12,5,0.42,4,0.33,9,0.75,13,1.08,35,2.92,89.7,171,14.25,0,0,0,0
Kuo Hsun Wang,14,8,0.57,7,0.5,4,0.29,8,0.57,74,5.29,87.1,209,14.93,0,0,0,0
Allen Lai,9,2,0.22,10,1.11,0,0.0,5,0.56,336,37.33,98.0,192,21.33,0,0,0,0
Ted Barnett,14,7,0.5,16,1.14,4,0.29,6,0.43,189,13.5,90.9,255,18.21,0,0,0,0
Matt Theologidy,16,1,0.06,11,0.69,5,0.31,1,0.06,182,11.38,92.9,240,15.0,0,0,0,0
Sam Plasman,2,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0,100.0,22,11.0,0,0,0,0
Steven Brooks,9,8,0.89,7,0.78,0,0.0,0,0.0,289,32.11,96.3,213,23.67,0,0,0,0
Caleb Ferguson,4,0,0.0,1,0.25,0,0.0,-5,-1.25,32,8.0,86.5,50,12.5,0,0,0,0
