Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Sean Mott,14,40,2.86,54,3.86,7,0.5,55,3.93,312,22.29,89.4,379,27.07,0,0,0,0
Marques Brownlee,14,30,2.14,19,1.36,18,1.29,46,3.29,94,6.71,83.9,309,22.07,0,0,0,0
William Hoehne,14,35,2.5,23,1.64,7,0.5,46,3.29,178,12.71,91.3,289,20.64,0,0,0,0
Mike Arcata,9,23,2.56,19,2.11,4,0.44,29,3.22,92,10.22,85.2,184,20.44,0,0,0,0
Greg Martin,14,28,2.0,8,0.57,13,0.93,39,2.79,69,4.93,90.8,289,20.64,0,0,0,0
Oak Nelson,7,9,1.29,5,0.71,6,0.86,16,2.29,87,12.43,95.6,136,19.43,0,0,0,0
Scott Xu,12,13,1.08,26,2.17,12,1.0,27,2.25,295,24.58,92.8,309,25.75,0,0,0,0
Matt Esser,12,4,0.33,13,1.08,9,0.75,20,1.67,81,6.75,94.2,231,19.25,0,0,0,0
Trey Katzenbach,11,9,0.82,10,0.91,4,0.36,18,1.64,258,23.45,98.9,245,22.27,0,0,0,0
Quinn Hunziker,10,17,1.7,12,1.2,5,0.5,15,1.5,110,11.0,85.9,160,16.0,0,0,0,0
Eric Nardelli,14,11,0.79,5,0.36,11,0.79,20,1.43,49,3.5,89.1,236,16.86,0,0,0,0
Glenn Poole,9,4,0.44,14,1.56,4,0.44,12,1.33,133,14.78,94.3,156,17.33,0,0,0,0
Ryan Brown,13,19,1.46,3,0.23,5,0.38,16,1.23,58,4.46,87.9,200,15.38,0,0,0,0
Alan Huels,5,2,0.4,1,0.2,3,0.6,5,1.0,8,1.6,88.9,55,11.0,0,0,0,0
Doug Roman,7,4,0.57,2,0.29,5,0.71,7,1.0,13,1.86,76.5,85,12.14,0,0,0,0
Ken Wells,10,7,0.7,5,0.5,3,0.3,10,1.0,32,3.2,94.1,113,11.3,0,0,0,0
Dustin Sullivan,8,11,1.38,0,0.0,2,0.25,5,0.63,71,8.88,92.2,139,17.38,0,0,0,0
Colin Kochenash,5,2,0.4,1,0.2,1,0.2,3,0.6,7,1.4,87.5,55,11.0,0,0,0,0
Aaron Roberts,4,0,0.0,1,0.25,1,0.25,2,0.5,19,4.75,100.0,39,9.75,0,0,0,0
Charles Cannon,10,5,0.5,4,0.4,3,0.3,4,0.4,85,8.5,93.4,148,14.8,0,0,0,0
Stephen Ng,14,6,0.43,8,0.57,6,0.43,5,0.36,126,9.0,90.0,236,16.86,0,0,0,0
Robert Roos,5,2,0.4,3,0.6,1,0.2,1,0.2,14,2.8,73.7,64,12.8,0,0,0,0
Paul Klimkowski,10,4,0.4,7,0.7,6,0.6,2,0.2,239,23.9,94.8,198,19.8,0,0,0,0
Stephen Rosso,11,5,0.45,5,0.45,0,0.0,2,0.18,70,6.36,93.3,182,16.55,0,0,0,0
Andrew Manganelli,7,3,0.43,5,0.71,4,0.57,1,0.14,48,6.86,84.2,86,12.29,0,0,0,0
Nicky Spiva,9,3,0.33,38,4.22,4,0.44,1,0.11,363,40.33,89.4,242,26.89,0,0,0,0
Brian Magerr,2,1,0.5,0,0.0,0,0.0,0,0.0,4,2.0,100.0,23,11.5,0,0,0,0
Charles Patten,6,1,0.17,3,0.5,0,0.0,-1,-0.17,35,5.83,87.5,61,10.17,0,0,0,0
Casey Startzell,6,0,0.0,0,0.0,1,0.17,-1,-0.17,40,6.67,95.2,84,14.0,0,0,0,0
Mac Rushing,4,0,0.0,0,0.0,1,0.25,-1,-0.25,24,6.0,92.3,50,12.5,0,0,0,0
Ryan Forster,8,3,0.38,4,0.5,1,0.13,-9,-1.13,80,10.0,86.0,127,15.88,0,0,0,0
