Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Chris Mazur,3,3,1.0,14,4.67,1,0.33,14,4.67,110,36.67,96.5,61,20.33,228,76,955,318
Kaplan Maurer,9,24,2.67,25,2.78,1,0.11,38,4.22,240,26.67,95.2,155,17.22,1515,168,1277,142
Ben Lewis,12,29,2.42,5,0.42,17,1.42,47,3.92,53,4.42,93.0,221,18.42,1653,138,121,10
Jay Froude,7,18,2.57,9,1.29,8,1.14,27,3.86,107,15.29,93.9,131,18.71,1343,192,661,94
Kevin Richardson,2,3,1.5,3,1.5,1,0.5,7,3.5,28,14.0,100.0,39,19.5,168,84,242,121
Kyle Henke,9,24,2.67,13,1.44,9,1.0,29,3.22,169,18.78,91.4,173,19.22,2107,234,965,107
Kai Marshall,3,1,0.33,5,1.67,3,1.0,7,2.33,29,9.67,93.5,49,16.33,220,73,287,96
Matthew Armour,12,16,1.33,16,1.33,6,0.5,27,2.25,120,10.0,92.3,204,17.0,1292,108,775,65
Thomas Slack,10,20,2.0,4,0.4,4,0.4,21,2.1,147,14.7,96.1,159,15.9,1683,168,354,35
Dalton Smith,2,1,0.5,5,2.5,2,1.0,4,2.0,59,29.5,93.7,29,14.5,16,8,588,294
Mason Wuensch,10,11,1.1,2,0.2,11,1.1,18,1.8,31,3.1,86.1,137,13.7,622,62,59,6
Abe Coffin,8,9,1.13,24,3.0,0,0.0,14,1.75,293,36.63,94.5,142,17.75,1366,171,1747,218
Hunter Taylor,8,4,0.5,9,1.13,7,0.88,14,1.75,41,5.13,87.2,112,14.0,510,64,384,48
Griffin Miller,6,6,1.0,1,0.17,4,0.67,10,1.67,21,3.5,95.5,76,12.67,405,68,48,8
Carson Wilder,7,12,1.71,6,0.86,0,0.0,11,1.57,56,8.0,90.3,98,14.0,954,136,124,18
Jon DeAmicis,6,0,0.0,3,0.5,5,0.83,8,1.33,13,2.17,100.0,70,11.67,92,15,79,13
Chris Larberg,4,2,0.5,0,0.0,3,0.75,5,1.25,9,2.25,100.0,44,11.0,153,38,40,10
Wesley Miaw,10,9,0.9,2,0.2,5,0.5,12,1.2,132,13.2,97.8,138,13.8,556,56,802,80
Henry Furuta,7,6,0.86,5,0.71,1,0.14,8,1.14,179,25.57,97.8,97,13.86,155,22,1014,145
Noah Chambers,8,5,0.63,2,0.25,4,0.5,9,1.13,23,2.88,92.0,97,12.13,340,43,96,12
Chase Cunningham,9,7,0.78,14,1.56,9,1.0,10,1.11,175,19.44,90.7,165,18.33,485,54,1482,165
Alex Brouwer,8,7,0.88,0,0.0,2,0.25,8,1.0,15,1.88,100.0,82,10.25,266,33,49,6
Dillon Larberg,6,0,0.0,11,1.83,7,1.17,6,1.0,57,9.5,82.6,89,14.83,105,18,592,99
Connor Olson,8,3,0.38,7,0.88,1,0.13,6,0.75,126,15.75,96.2,114,14.25,470,59,452,57
Ben Rogers,10,3,0.3,5,0.5,2,0.2,7,0.7,47,4.7,95.9,140,14.0,418,42,246,25
Gabriel Hernandez,11,7,0.64,16,1.45,2,0.18,7,0.64,387,35.18,95.8,191,17.36,657,60,1526,139
Daniel Emmons,5,1,0.2,1,0.2,2,0.4,3,0.6,8,1.6,88.9,55,11.0,194,39,-5,-1
Michael Matthis,5,2,0.4,2,0.4,0,0.0,3,0.6,23,4.6,95.8,61,12.2,300,60,112,22
Matt Jackson,9,4,0.44,16,1.78,1,0.11,5,0.56,297,33.0,95.2,151,16.78,-356,-40,1692,188
Brandon Malecek,7,1,0.14,10,1.43,2,0.29,3,0.43,98,14.0,90.7,90,12.86,37,5,1246,178
Zach Marbach,3,1,0.33,0,0.0,1,0.33,1,0.33,9,3.0,90.0,29,9.67,75,25,-19,-6
Rory Orloff,1,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,100.0,7,7.0,7,7,11,11
Jake Reinhardt,4,1,0.25,2,0.5,2,0.5,0,0.0,19,4.75,79.2,57,14.25,98,25,133,33
Tyler Reinhardt,1,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,100.0,13,13.0,19,19,-10,-10
Jason Hustad,9,3,0.33,6,0.67,1,0.11,-3,-0.33,47,5.22,78.3,98,10.89,380,42,390,43
