Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Rick Gross,13,46,3.54,20,1.54,5,0.38,62,4.77,214,16.46,96.8,290,22.31,0,0,0,0
Keegan North,10,28,2.8,34,3.4,5,0.5,47,4.7,303,30.3,95.0,240,24.0,0,0,0,0
Travis Carpenter,14,18,1.29,61,4.36,14,1.0,65,4.64,558,39.86,95.4,363,25.93,0,0,0,0
Cameron Brock,13,41,3.15,14,1.08,1,0.08,41,3.15,189,14.54,93.1,280,21.54,0,0,0,0
Levi Jacobs,14,34,2.43,37,2.64,4,0.29,43,3.07,230,16.43,89.5,289,20.64,0,0,0,0
Keenan Plew,13,23,1.77,22,1.69,1,0.08,33,2.54,549,42.23,97.9,280,21.54,0,0,0,0
Alex Henderson,12,16,1.33,20,1.67,8,0.67,28,2.33,297,24.75,95.2,256,21.33,0,0,0,0
David Hortemiller,12,18,1.5,4,0.33,8,0.67,24,2.0,44,3.67,91.7,202,16.83,0,0,0,0
Spencer Loscar,14,9,0.64,6,0.43,11,0.79,24,1.71,65,4.64,97.0,197,14.07,0,0,0,0
Brett Matzuka,10,8,0.8,15,1.5,6,0.6,17,1.7,436,43.6,97.3,202,20.2,0,0,0,0
Nick Hutton,13,3,0.23,16,1.23,16,1.23,16,1.23,80,6.15,84.2,206,15.85,0,0,0,0
Jacob Fella,9,6,0.67,1,0.11,7,0.78,9,1.0,29,3.22,90.6,140,15.56,0,0,0,0
Sam Ellison,11,4,0.36,1,0.09,9,0.82,11,1.0,21,1.91,87.5,131,11.91,0,0,0,0
Conner Henderson,13,4,0.31,4,0.31,9,0.69,10,0.77,101,7.77,94.4,165,12.69,0,0,0,0
Peter Carleton,12,5,0.42,9,0.75,3,0.25,9,0.75,67,5.58,90.5,165,13.75,0,0,0,0
Heath Kalaba,3,0,0.0,1,0.33,2,0.67,2,0.67,13,4.33,92.9,25,8.33,0,0,0,0
Christopher Miller,5,1,0.2,0,0.0,3,0.6,3,0.6,10,2.0,90.9,59,11.8,0,0,0,0
Zach Zebarth,11,3,0.27,2,0.18,4,0.36,5,0.45,29,2.64,87.9,96,8.73,0,0,0,0
Colin Ringwood,12,3,0.25,0,0.0,6,0.5,3,0.25,35,2.92,89.7,110,9.17,0,0,0,0
John Jones,11,2,0.18,0,0.0,5,0.45,2,0.18,13,1.18,81.3,94,8.55,0,0,0,0
Donovan Triplett,12,2,0.17,4,0.33,2,0.17,2,0.17,82,6.83,93.2,157,13.08,0,0,0,0
Jeremy Keusch,7,2,0.29,2,0.29,2,0.29,1,0.14,22,3.14,84.6,75,10.71,0,0,0,0
Aaron Weaver,7,2,0.29,1,0.14,3,0.43,0,0.0,13,1.86,86.7,78,11.14,0,0,0,0
Colton Steiner,4,0,0.0,0,0.0,0,0.0,0,0.0,9,2.25,100.0,38,9.5,0,0,0,0
Dustin Hughes,6,0,0.0,0,0.0,1,0.17,0,0.0,16,2.67,100.0,69,11.5,0,0,0,0
Nathan Bussberg,1,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,100.0,8,8.0,0,0,0,0
Kyle Cox,11,0,0.0,4,0.36,3,0.27,-5,-0.45,117,10.64,91.4,143,13.0,0,0,0,0
Jesse Jenkins,2,1,0.5,0,0.0,0,0.0,-1,-0.5,4,2.0,80.0,24,12.0,0,0,0,0
AJ Humbert,1,0,0.0,0,0.0,0,0.0,-1,-1.0,2,2.0,66.7,17,17.0,0,0,0,0
