Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Sean Ham,9,57,6.33,12,1.33,7,0.78,72,8.0,128,14.22,97.0,235,26.11,0,0,0,0
Kelly Van Arsdale,12,37,3.08,43,3.58,15,1.25,64,5.33,187,15.58,87.0,314,26.17,0,0,0,0
Kyle Smith,3,3,1.0,5,1.67,4,1.33,10,3.33,14,4.67,87.5,55,18.33,0,0,0,0
Steven Chang,10,22,2.2,19,1.9,3,0.3,33,3.3,280,28.0,96.6,260,26.0,0,0,0,0
Matthew Crawford,9,9,1.0,18,2.0,9,1.0,28,3.11,127,14.11,94.8,193,21.44,0,0,0,0
Travion Greene,1,0,0.0,0,0.0,3,3.0,3,3.0,1,1.0,100.0,21,21.0,0,0,0,0
Brandon Fein,13,21,1.62,12,0.92,10,0.77,35,2.69,83,6.38,94.3,276,21.23,0,0,0,0
Chuck Cao,9,6,0.67,42,4.67,2,0.22,24,2.67,428,47.56,94.5,247,27.44,0,0,0,0
Seth Reinhardt,5,12,2.4,5,1.0,2,0.4,13,2.6,57,11.4,91.9,112,22.4,0,0,0,0
Andrew Moore,6,8,1.33,1,0.17,10,1.67,15,2.5,14,2.33,82.4,93,15.5,0,0,0,0
Ari Weitzman,2,5,2.5,1,0.5,0,0.0,5,2.5,11,5.5,91.7,38,19.0,0,0,0,0
Vincenzo Vitiello,12,21,1.75,13,1.08,10,0.83,28,2.33,184,15.33,92.9,311,25.92,0,0,0,0
Andrew Berry,7,14,2.0,12,1.71,0,0.0,16,2.29,63,9.0,88.7,124,17.71,0,0,0,0
Evan Brydon,10,14,1.4,5,0.5,12,1.2,21,2.1,76,7.6,89.4,197,19.7,0,0,0,0
Jackson Stearns,10,24,2.4,20,2.0,6,0.6,20,2.0,194,19.4,89.0,270,27.0,0,0,0,0
Ethan Falat,9,9,1.0,4,0.44,13,1.44,15,1.67,52,5.78,83.9,150,16.67,0,0,0,0
Matt Jaffe,8,7,0.88,3,0.38,6,0.75,12,1.5,59,7.38,96.7,159,19.88,0,0,0,0
Tommy Adams,10,11,1.1,1,0.1,5,0.5,15,1.5,30,3.0,96.8,145,14.5,0,0,0,0
Lucas Dillow,3,2,0.67,2,0.67,1,0.33,4,1.33,11,3.67,100.0,51,17.0,0,0,0,0
Jon Greenberg,10,1,0.1,19,1.9,5,0.5,13,1.3,136,13.6,92.5,178,17.8,0,0,0,0
Andy Smith,11,7,0.64,9,0.82,7,0.64,13,1.18,161,14.64,94.7,207,18.82,0,0,0,0
Ben Souvey,1,0,0.0,0,0.0,1,1.0,1,1.0,8,8.0,100.0,23,23.0,0,0,0,0
AJ Lemons,1,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,0.0,11,11.0,0,0,0,0
David Adams,1,0,0.0,1,1.0,0,0.0,1,1.0,5,5.0,100.0,21,21.0,0,0,0,0
Josiah Mort,11,7,0.64,1,0.09,8,0.73,10,0.91,28,2.55,84.8,175,15.91,0,0,0,0
Kyle Terriere,12,3,0.25,1,0.08,10,0.83,10,0.83,25,2.08,86.2,162,13.5,0,0,0,0
Ed Yanosik,8,3,0.38,2,0.25,1,0.13,6,0.75,36,4.5,100.0,111,13.88,0,0,0,0
Kohji Sugioka,11,5,0.45,4,0.36,7,0.64,8,0.73,32,2.91,91.4,135,12.27,0,0,0,0
Kevin Smith,13,6,0.46,42,3.23,8,0.62,9,0.69,322,24.77,87.7,344,26.46,0,0,0,0
Lior Givol,8,6,0.75,4,0.5,3,0.38,5,0.63,52,6.5,86.7,138,17.25,0,0,0,0
Justin Norden,9,6,0.67,24,2.67,1,0.11,4,0.44,422,46.89,94.0,220,24.44,0,0,0,0
Zibi Braniecki,4,1,0.25,2,0.5,0,0.0,1,0.25,7,1.75,77.8,59,14.75,0,0,0,0
Eli Graves,3,3,1.0,2,0.67,0,0.0,0,0.0,18,6.0,81.8,54,18.0,0,0,0,0
Matthew Natali,1,0,0.0,0,0.0,0,0.0,0,0.0,3,3.0,100.0,13,13.0,0,0,0,0
Lauchlan Robertson,5,1,0.2,3,0.6,2,0.4,-2,-0.4,41,8.2,83.7,86,17.2,0,0,0,0
Nick Raisch,2,1,0.5,1,0.5,1,0.5,-2,-1.0,51,25.5,92.7,57,28.5,0,0,0,0
Brett Petersen,4,1,0.25,1,0.25,3,0.75,-4,-1.0,31,7.75,79.5,67,16.75,0,0,0,0
Matthew Heffernan,2,1,0.5,0,0.0,0,0.0,-4,-2.0,59,29.5,92.2,54,27.0,0,0,0,0
