Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Michael Pardo,11,27,2.45,12,1.09,11,1.0,36,3.27,111,10.09,92.5,233,21.18,0,0,0,0
AJ Nelson,11,34,3.09,9,0.82,7,0.64,30,2.73,355,32.27,95.9,242,22.0,0,0,0,0
Patrick Kaufmann,5,9,1.8,0,0.0,7,1.4,13,2.6,17,3.4,100.0,66,13.2,0,0,0,0
Nick Zeman,9,7,0.78,10,1.11,7,0.78,20,2.22,37,4.11,94.9,150,16.67,0,0,0,0
Geoff Serednesky,9,9,1.0,8,0.89,9,1.0,17,1.89,93,10.33,92.1,164,18.22,0,0,0,0
Danny Miller,14,18,1.29,24,1.71,5,0.36,24,1.71,153,10.93,90.5,221,15.79,0,0,0,0
Jack Shey,12,19,1.58,6,0.5,10,0.83,19,1.58,91,7.58,92.9,224,18.67,0,0,0,0
Michael Egan,6,4,0.67,6,1.0,3,0.5,9,1.5,24,4.0,88.9,80,13.33,0,0,0,0
Percy Stogdon,9,18,2.0,12,1.33,5,0.56,12,1.33,103,11.44,82.4,177,19.67,0,0,0,0
Jeffrey Robinson,8,6,0.75,7,0.88,3,0.38,9,1.13,104,13.0,95.4,99,12.38,0,0,0,0
James Sykora,10,11,1.1,3,0.3,4,0.4,11,1.1,36,3.6,90.0,105,10.5,0,0,0,0
Charlie Furse,12,10,0.83,4,0.33,5,0.42,12,1.0,60,5.0,93.8,144,12.0,0,0,0,0
Alex Champe,11,10,0.91,22,2.0,11,1.0,11,1.0,181,16.45,87.0,209,19.0,0,0,0,0
Eric Johnson,9,5,0.56,4,0.44,4,0.44,8,0.89,30,3.33,88.2,114,12.67,0,0,0,0
Alex Drlica-Wagner,12,5,0.42,3,0.25,7,0.58,10,0.83,89,7.42,97.8,145,12.08,0,0,0,0
Tim Fergus,9,9,1.0,23,2.56,2,0.22,7,0.78,333,37.0,93.8,153,17.0,0,0,0,0
Dan Vockeroth,7,6,0.86,2,0.29,2,0.29,5,0.71,42,6.0,95.5,96,13.71,0,0,0,0
Michael Shiel,7,1,0.14,8,1.14,8,1.14,4,0.57,111,15.86,91.7,102,14.57,0,0,0,0
Von Alanguilan,13,11,0.85,2,0.15,7,0.54,6,0.46,88,6.77,90.7,176,13.54,0,0,0,0
Alex Rummelhart,5,1,0.2,1,0.2,3,0.6,2,0.4,16,3.2,100.0,42,8.4,0,0,0,0
Andrew Sheehan,8,2,0.25,10,1.25,10,1.25,2,0.25,162,20.25,90.0,133,16.63,0,0,0,0
Yiding Hou,12,8,0.67,6,0.5,14,1.17,2,0.17,228,19.0,92.3,190,15.83,0,0,0,0
Adrian King,11,1,0.09,18,1.64,6,0.55,1,0.09,440,40.0,95.4,225,20.45,0,0,0,0
Brett Hidaka,6,2,0.33,8,1.33,7,1.17,0,0.0,158,26.33,90.8,97,16.17,0,0,0,0
Neal Phelps,10,1,0.1,3,0.3,3,0.3,-1,-0.1,82,8.2,92.1,150,15.0,0,0,0,0
Joe Young,9,5,0.56,11,1.22,2,0.22,-1,-0.11,315,35.0,95.2,164,18.22,0,0,0,0
Dan Williams,11,0,0.0,17,1.55,6,0.55,-2,-0.18,257,23.36,91.8,165,15.0,0,0,0,0
David Woods,10,3,0.3,1,0.1,6,0.6,-4,-0.4,82,8.2,87.2,118,11.8,0,0,0,0
Christian Simpson,6,8,1.33,12,2.0,3,0.5,-3,-0.5,167,27.83,87.4,119,19.83,0,0,0,0
Brian Rathunde,2,1,0.5,0,0.0,0,0.0,-2,-1.0,2,1.0,40.0,24,12.0,0,0,0,0
Michael Wormley,1,1,1.0,0,0.0,1,1.0,-2,-2.0,6,6.0,75.0,7,7.0,0,0,0,0
