Unnamed: 0,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Mike Drost,13,24,1.85,13,1.0,28,2.15,51,3.92,145,11.15,91.2,283,21.77,0,0,0,0
Ryan Drost,15,26,1.73,20,1.33,32,2.13,58,3.87,154,10.27,89.5,346,23.07,0,0,0,0
Ross Ward,16,30,1.88,8,0.5,26,1.63,55,3.44,74,4.63,89.2,249,15.56,0,0,0,0
Taylor Brooks,13,24,1.85,44,3.38,3,0.23,43,3.31,234,18.0,89.3,269,20.69,0,0,0,0
Jack Marsh,6,20,3.33,15,2.5,1,0.17,17,2.83,95,15.83,84.8,135,22.5,0,0,0,0
Ben Ivers,14,25,1.79,3,0.21,11,0.79,38,2.71,69,4.93,98.6,249,17.79,0,0,0,0
Matt Stevens,14,38,2.71,6,0.43,2,0.14,37,2.64,100,7.14,93.5,240,17.14,0,0,0,0
Timmer Farrell,11,12,1.09,6,0.55,13,1.18,27,2.45,44,4.0,91.7,174,15.82,0,0,0,0
Isaiah Bryant,13,5,0.38,34,2.62,6,0.46,27,2.08,277,21.31,93.9,238,18.31,0,0,0,0
Snyder,3,2,0.67,4,1.33,2,0.67,6,2.0,26,8.67,96.3,33,11.0,0,0,0,0
Sam Taylor,15,13,0.87,9,0.6,19,1.27,30,2.0,128,8.53,93.4,298,19.87,0,0,0,0
Ignacio Yz,10,18,1.8,12,1.2,1,0.1,18,1.8,98,9.8,89.1,158,15.8,0,0,0,0
Matt Auletta,14,23,1.64,30,2.14,6,0.43,25,1.79,416,29.71,93.3,279,19.93,0,0,0,0
Ian Guerin,13,8,0.62,5,0.38,14,1.08,23,1.77,32,2.46,88.9,118,9.08,0,0,0,0
Andrew Wilkes,11,14,1.27,5,0.45,5,0.45,19,1.73,93,8.45,95.9,164,14.91,0,0,0,0
Matt LeMar,16,12,0.75,24,1.5,8,0.5,23,1.44,169,10.56,89.4,265,16.56,0,0,0,0
Ludwig K,7,6,0.86,7,1.0,2,0.29,10,1.43,48,6.86,90.6,81,11.57,0,0,0,0
Eliot Bemis,12,14,1.17,3,0.25,6,0.5,16,1.33,51,4.25,91.1,141,11.75,0,0,0,0
Joe Ouellette,9,3,0.33,5,0.56,3,0.33,9,1.0,28,3.11,93.3,91,10.11,0,0,0,0
Lionel Wininger,6,2,0.33,14,2.33,2,0.33,5,0.83,156,26.0,92.3,104,17.33,0,0,0,0
Matt Weiner,10,3,0.3,2,0.2,4,0.4,7,0.7,38,3.8,97.4,80,8.0,0,0,0,0
Billy Katz,12,12,1.0,32,2.67,8,0.67,7,0.58,356,29.67,89.2,250,20.83,0,0,0,0
Joe Babbino,6,2,0.33,3,0.5,3,0.5,3,0.5,29,4.83,85.3,66,11.0,0,0,0,0
Gary Dixon,13,6,0.46,22,1.69,6,0.46,0,0.0,378,29.08,92.9,229,17.62,0,0,0,0
Brendan Awerbuch,11,5,0.45,5,0.45,3,0.27,0,0.0,188,17.09,93.5,148,13.45,0,0,0,0
Brian McLaughlin,8,0,0.0,3,0.38,3,0.38,-2,-0.25,51,6.38,86.4,89,11.13,0,0,0,0
Kamil Skwarek,9,3,0.33,8,0.89,2,0.22,-4,-0.44,140,15.56,89.2,118,13.11,0,0,0,0
Ruo Ye,6,0,0.0,2,0.33,2,0.33,-3,-0.5,78,13.0,94.0,67,11.17,0,0,0,0
Matt Baum,10,2,0.2,8,0.8,2,0.2,-10,-1.0,94,9.4,82.5,115,11.5,0,0,0,0
Flint,1,0,0.0,0,0.0,0,0.0,-1,-1.0,4,4.0,80.0,12,12.0,0,0,0,0
