Player,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Spencer Lofink,3,5,1.67,6,2.0,1,0.33,8,2.67,32,10.67,91.4,51,17.0,241,80,263,88
Brad Houser,7,15,2.14,12,1.71,3,0.43,18,2.57,112,16.0,92.6,136,19.43,1567,224,1034,148
Martin Le,7,12,1.71,5,0.71,4,0.57,18,2.57,70,10.0,98.6,79,11.29,642,92,244,35
Tarik Akyuz,9,14,1.56,11,1.22,6,0.67,23,2.56,83,9.22,92.2,145,16.11,1256,140,487,54
Garrett Martin,10,3,0.3,20,2.0,11,1.1,23,2.3,118,11.8,92.9,184,18.4,417,42,1244,124
Jack Brown,12,21,1.75,10,0.83,9,0.75,24,2.0,145,12.08,94.8,212,17.67,2053,171,430,36
Jake Steen,7,20,2.86,2,0.29,1,0.14,14,2.0,58,8.29,93.5,137,19.57,1415,202,250,36
Nick Mahan,11,5,0.45,5,0.45,11,1.0,19,1.73,39,3.55,100.0,162,14.73,601,55,343,31
Dominic Jacobs,11,11,1.0,1,0.09,8,0.73,17,1.55,20,1.82,95.2,147,13.36,446,41,172,16
Austin Barden,8,14,1.75,4,0.5,3,0.38,12,1.5,47,5.88,87.0,123,15.38,969,121,304,38
Manuel Eckert,11,10,0.91,36,3.27,5,0.45,15,1.36,558,50.73,94.6,246,22.36,1559,142,3402,309
Shane Worthington,12,11,0.92,8,0.67,19,1.58,16,1.33,82,6.83,82.0,206,17.17,1128,94,864,72
Tony Venneri,3,1,0.33,0,0.0,5,1.67,4,1.33,25,8.33,92.6,50,16.67,98,33,172,57
Aidan Lopez-Escarez,10,10,1.0,5,0.5,10,1.0,13,1.3,32,3.2,74.4,129,12.9,725,73,393,39
Brian Roach,6,4,0.67,5,0.83,2,0.33,7,1.17,25,4.17,89.3,82,13.67,294,49,290,48
Chris Bubernak,7,7,1.0,0,0.0,4,0.57,8,1.14,9,1.29,81.8,93,13.29,273,39,57,8
Kenny Lane III,9,6,0.67,9,1.0,2,0.22,10,1.11,115,12.78,96.6,128,14.22,523,58,721,80
David Zhou,6,4,0.67,3,0.5,1,0.17,6,1.0,21,3.5,95.5,76,12.67,162,27,227,38
Adam Simon,6,3,0.5,11,1.83,2,0.33,6,1.0,134,22.33,93.1,93,15.5,472,79,990,165
Ben Snell,2,4,2.0,6,3.0,0,0.0,2,1.0,75,37.5,92.6,43,21.5,365,183,736,368
Michael Brisbois,12,8,0.67,8,0.67,2,0.17,10,0.83,68,5.67,90.7,167,13.92,918,77,218,18
Mark Burton,8,11,1.38,16,2.0,1,0.13,6,0.75,235,29.38,91.8,145,18.13,1013,127,1502,188
Marc Munoz,11,13,1.18,15,1.36,4,0.36,8,0.73,158,14.36,87.3,166,15.09,845,77,1336,121
Leander Ramirez,7,3,0.43,1,0.14,3,0.43,4,0.57,33,4.71,91.7,83,11.86,283,40,109,16
Jeff Zhao,6,0,0.0,5,0.83,2,0.33,3,0.5,68,11.33,95.8,83,13.83,92,15,551,92
Dennis Casio,12,4,0.33,15,1.25,0,0.0,4,0.33,332,27.67,95.7,216,18.0,-66,-6,1752,146
Tommy Lin,10,2,0.2,2,0.2,1,0.1,1,0.1,46,4.6,93.9,128,12.8,84,8,250,25
Ryan Sturm,2,0,0.0,0,0.0,0,0.0,0,0.0,7,3.5,100.0,24,12.0,52,26,-11,-6
Cameron Baker,1,0,0.0,1,1.0,0,0.0,0,0.0,4,4.0,80.0,9,9.0,20,20,20,20
Peter Johnson,2,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0.0,21,10.5,11,6,0,0
Zack Smith,6,1,0.17,0,0.0,0,0.0,-4,-0.67,25,4.17,83.3,74,12.33,60,10,132,22
Otis Williams,2,0,0.0,1,0.5,1,0.5,-2,-1.0,14,7.0,82.4,16,8.0,75,38,109,55
Dante Lopez-Escarez,2,1,0.5,0,0.0,1,0.5,-5,-2.5,9,4.5,56.3,21,10.5,87,44,43,22
